candidate_id,source_state,source_file,source_row,facility_name,property_name,property_address,city,county_fips,county_name,region_id,latitude,longitude,secondary_type,building_class,building_status,availability_class,is_directly_usable_by_status,has_listed_available_space,is_primary_regional_hub_candidate,rba_sf,usable_available_space_sf,total_available_space_sf,direct_available_space_sf,direct_vacant_space_sf,meets_min_available_space_20k,percent_leased,typical_floor_size_sf,ceiling_height_raw,column_spacing,number_loading_docks,drive_ins,rail_lines,capacity_available_kw,power,sprinklers,water,sewer,parking_ratio,parking_spaces,year_built,year_renovated
T4-CT-00014,CT,CT.csv,14,"77 Anthony St, Jewett City, CT",,77 Anthony St,Jewett City,09180,Southeastern Connecticut,40,41.608085,-71.9860556,Warehouse,C,Existing,direct_existing_facility,True,True,True,202000,202000.0,202000.0,202000.0,202000,True,0.0,101000.0,"22'0""",,8.0,2,,,,Wet,,,,,1894.0,
T4-CT-00016,CT,CT.csv,16,"70 Community Ave, Plainfield, CT",,70 Community Ave,Plainfield,09150,Northeastern Connecticut,40,41.6731086,-71.9196084,Warehouse,B,Existing,direct_existing_facility,True,True,True,357401,210000.0,210000.0,210000.0,210000,True,41.24,357401.0,"18'0""",25'w,25.0,"1/12'0""w x 14'0""h",,,2000a/277-480v 3p,Wet,Yes,Yes,0.13,45.0,1990.0,
T4-CT-00018,CT,CT.csv,18,"475 Knotter Dr, Cheshire, CT",,475 Knotter Dr,Cheshire,09140,Naugatuck Valley,40,41.5445466,-72.9228501,Distribution,C,Existing,direct_existing_facility,True,True,True,356612,340000.0,340000.0,340000.0,0,True,100.0,150000.0,"24'0""",,37.0,2,,,,Wet,,,1.39,472.0,1986.0,
T4-CT-00019,CT,CT.csv,19,I-91 Logistics Center,I-91 Logistics Center,1 Market Cir,Windsor,09110,Capitol,39,41.898373,-72.629477,Distribution,B,Existing,direct_existing_facility,True,True,True,355000,230000.0,230000.0,230000.0,230000,True,35.21,355000.0,"27'0""",40'w x 50'd,22.0,"1/12'0""w x 14'0""h",,,2500a/480v 3p,ESFR,,,1.05,371.0,1974.0,
T4-CT-00020,CT,CT.csv,20,"110 Tradeport Dr, Windsor, CT",,110 Tradeport Dr,Windsor,09110,Capitol,39,41.9147097,-72.7141077,Distribution,A,Existing,direct_existing_facility,True,True,True,234000,40000.0,40000.0,0.0,0,True,100.0,234000.0,"32'0""",50'w x 50'd,33.0,2,,,3000a/480v 3p,ESFR,County,County,0.75,175.0,2022.0,
T4-CT-00023,CT,CT.csv,23,"1265 W Broad St, Stratford, CT",,1265 W Broad St,Stratford,09120,Greater Bridgeport,0,41.1901764,-73.1363721,Warehouse,A,Existing,direct_existing_facility,True,True,True,231000,231000.0,231000.0,231000.0,231000,True,0.0,231000.0,"36'0""",56'w x 50'd,38.0,2,,,2500a/480v,,City,City,1.0,232.0,2024.0,
T4-CT-00032,CT,CT.csv,32,Bradley Airport Industrial Park,Bradley Airport Industrial Park,295 Ella Grasso Tpke,Windsor Locks,09110,Capitol,39,41.9357042,-72.6687161,Warehouse,B,Existing,direct_existing_facility,True,True,True,450560,216732.0,216732.0,216732.0,0,True,100.0,450560.0,"16'6""",40'w x 40'd,12.0,"7/12'0""w x 14'0""h",,,4000a/277-480v 3p,Wet,City,City,0.58,260.0,1963.0,
T4-CT-00043,CT,CT.csv,43,"1 John St, Clinton, CT",,1 John St,Clinton,09130,Lower Connecticut River Valley,40,41.280709,-72.530096,Distribution,C,Existing,direct_existing_facility,True,True,True,360000,200000.0,200000.0,200000.0,200000,True,44.44,360000.0,"18'0""",,12.0,"9/12'0""w x 12'0""h",,,,,,,0.97,350.0,1920.0,
T4-CT-00055,CT,CT.csv,55,"135 S Main St, Thomaston, CT",,135 S Main St,Thomaston,09140,Naugatuck Valley,40,41.6696294,-73.0769447,Warehouse,B,Existing,direct_existing_facility,True,True,True,350000,30157.0,30157.0,30157.0,0,True,100.0,62000.0,"12'0""",,,,,,600a/440v,Wet,Yes,Yes,0.65,250.0,1900.0,
T4-CT-00057,CT,CT.csv,57,Winstanley Logistics Center,Winstanley Logistics Center,113 N Maple St,Enfield,09110,Capitol,39,41.998877,-72.5432491,Distribution,A,Existing,direct_existing_facility,True,True,True,500000,65000.0,65000.0,0.0,0,True,100.0,500000.0,"33'0""",50'w x 50'd,60.0,"2/10'0""w x 14'0""h",,,3000a/277-480v 3p,ESFR,City,City,0.6,300.0,2022.0,
T4-CT-00070,CT,CT.csv,70,"265 Old Gate Ln, Milford, CT",,265 Old Gate Ln,Milford,09170,South Central Connecticut,40,41.2317661,-73.0246067,Warehouse,C,Existing,direct_existing_facility,True,True,True,201095,201095.0,201095.0,201095.0,201095,True,0.0,201095.0,"21'0""",,12.0,2,,,3000a,Yes,City,City,1.08,200.0,1965.0,
T4-DC-00002,DC,DC.csv,2,"6500-6527 Chillum Pl NW, Washington, DC",,6500-6527 Chillum Pl NW,Washington,11001,District of Columbia,37,38.9685913,-77.0122811,Warehouse,C,Existing,direct_existing_facility,True,True,True,147216,45937.0,45937.0,45937.0,45937,True,68.8,80597.0,"18'0""",,16.0,4,,,Heavy,Wet,City,City,2.48,400.0,1955.0,2018.0
T4-DC-00003,DC,DC.csv,3,"3015-3055 V St NE, Washington, DC",,3015-3055 V St NE,Washington,11001,District of Columbia,37,38.918422,-76.965109,Warehouse,C,Existing,direct_existing_facility,True,True,True,100120,46750.0,46750.0,46750.0,0,True,100.0,100120.0,"18'0""",,15.0,8,Conrail,,,Wet,City,City,,,1958.0,
T4-DC-00012,DC,DC.csv,12,"3300-3390 V St NE, Washington, DC",,3300-3390 V St NE,Washington,11001,District of Columbia,37,38.9189813,-76.9592819,Warehouse,C,Existing,direct_existing_facility,True,True,True,173677,20180.0,10000.0,10000.0,20180,True,100.0,173677.0,"18'0""",,22.0,"9/12'0""w x 12'0""h",Conrail,,,Yes,City,City,0.56,98.0,1959.0,1998.0
T4-DE-00001,DE,DE.csv,1,"600-618 Grantham Ln, New Castle, DE",,600-618 Grantham Ln,New Castle,10003,New Castle,30,39.64628,-75.592497,Warehouse,B,Existing,direct_existing_facility,True,True,True,250000,277000.0,277000.0,250000.0,223000,True,0.0,250000.0,"26'0""",,12.0,"6/14'0""w x 12'0""h",,,12000a/480v 3p,Wet,Yes,Yes,0.17,40.0,1960.0,
T4-DE-00002,DE,DE.csv,2,"60 Starlifter Ave, Dover, DE",,60 Starlifter Ave,Dover,10001,Kent,29,39.144637,-75.471198,Warehouse,A,Existing,direct_existing_facility,True,True,True,249370,56265.0,56265.0,56265.0,56265,True,77.44,242400.0,"32'0""",45'w x 50'd,,"1/12'0""w x 14'0""h",,,2000a/277-480v 3p 4w,ESFR,City,City,1.01,247.0,1994.0,
T4-DE-00005,DE,DE.csv,5,"1700 Dulaney St, Seaford, DE",,1700 Dulaney St,Seaford,10005,Sussex,29,38.6406952,-75.6384869,Warehouse,B,Existing,direct_existing_facility,True,True,True,208000,40000.0,40000.0,40000.0,40000,True,80.77,208000.0,"28'0""",,6.0,,,,60a,,,,0.09,20.0,2000.0,
T4-DE-00006,DE,DE.csv,6,"17573 S Dupont Hwy, Harrington, DE",,17573 S Dupont Hwy,Harrington,10001,Kent,29,38.9187956,-75.5664289,Warehouse,B,Existing,direct_existing_facility,True,True,True,200000,72000.0,72000.0,72000.0,72000,True,64.0,196328.0,"20'0""",,6.0,4,,,3600a/480v,Yes,,,0.19,38.0,1936.0,
T4-DE-00012,DE,DE.csv,12,"710 American Blvd, Bear, DE",,710 American Blvd,Bear,10003,New Castle,30,39.5903136,-75.677756,Warehouse,A,Existing,direct_existing_facility,True,True,True,365550,131406.0,131406.0,131406.0,131406,True,64.05,361770.0,"36'0""",53'w x 50'd,136.0,"2/12'0""w x 14'0""h",,,3000a,ESFR,,,0.73,317.0,2025.0,
T4-MA-00001,MA,MA.csv,1,"60 Maple St, Mansfield, MA",,60 Maple St,Mansfield,25005,Bristol,33,42.0441116,-71.2072797,Distribution,B,Existing,direct_existing_facility,True,True,True,227166,150773.0,150773.0,150773.0,108893,True,52.06,227166.0,"21'6""",40'w x 40'd,12.0,"2/10'0""w x 12'0""h",CSX,,1800a/220-480v 3p,Wet,City,City,1.06,233.0,1968.0,
T4-MA-00002,MA,MA.csv,2,"53 Ayer Rd, Littleton, MA",,53 Ayer Rd,Littleton,25017,Middlesex,16,42.5466949,-71.5170479,Warehouse,B,Existing,direct_existing_facility,True,True,True,374270,92000.0,92000.0,92000.0,92000,True,75.42,374270.0,"38'0""",,8.0,12,,,,,,,0.52,200.0,1965.0,2022.0
T4-MA-00003,MA,MA.csv,3,"1 Ace St, Fall River, MA",,1 Ace St,Fall River,25005,Bristol,33,41.725966,-71.1442809,Warehouse,C,Existing,direct_existing_facility,True,True,True,283000,66750.0,66750.0,66750.0,66750,True,76.41,83333.0,"30'0""",,5.0,"1/10'0""w x 10'0""h",,,3p,Wet,Yes,,0.3,75.0,1890.0,1990.0
T4-MA-00004,MA,MA.csv,4,"11 Berkshire St, Holyoke, MA",,11 Berkshire St,Holyoke,25013,Hampden,39,42.1935451,-72.6153534,Warehouse,C,Existing,direct_existing_facility,True,True,True,350000,54000.0,54000.0,54000.0,54000,True,84.57,80000.0,"11'0""",,11.0,Yes,,,Heavy,,,,0.34,100.0,1934.0,
T4-MA-00005,MA,MA.csv,5,"10-14 New Bond St, Worcester, MA",,10-14 New Bond St,Worcester,25027,Worcester,16,42.3070435,-71.8025838,Warehouse,B,Existing,direct_existing_facility,True,True,True,319187,54000.0,54000.0,54000.0,0,True,100.0,319187.0,"30'0""",20'w x 30'd,20.0,3,,,4000a/480v 3p,Wet,City,City,0.94,262.0,1901.0,2017.0
T4-MA-00007,MA,MA.csv,7,"2341 Providence Rd, Northbridge, MA",,2341 Providence Rd,Northbridge,25027,Worcester,16,42.1552322,-71.6530117,Warehouse,C,Existing,direct_existing_facility,True,True,True,396167,396167.0,396167.0,396167.0,396167,True,0.0,95000.0,,,8.0,"2/10'0""w x 12'0""h",,,3p,Wet,,,0.05,20.0,1888.0,
T4-MA-00008,MA,MA.csv,8,"111 Adams Rd, Clinton, MA",,111 Adams Rd,Clinton,25027,Worcester,16,42.4316708,-71.688632,Distribution,B,Existing,direct_existing_facility,True,True,True,456393,47000.0,47000.0,47000.0,47000,True,89.7,456393.0,"28'0""",24'w x 50'd,56.0,"3/14'0""w x 18'0""h",,,3400-6000a/480v 3p,Wet,City,City,0.44,275.0,1964.0,2005.0
T4-MA-00009,MA,MA.csv,9,"95 Aubuchon Dr, Westminster, MA",,95 Aubuchon Dr,Westminster,25027,Worcester,16,42.5514239,-71.9163392,Distribution,B,Existing,direct_existing_facility,True,True,True,412360,100749.0,100749.0,100749.0,100749,True,75.57,206180.0,"26'0""",30'w x 30'd,39.0,4,,,1200-3000a,ESFR,City,City,0.58,180.0,1988.0,
T4-MA-00010,MA,MA.csv,10,"1 Burlington Ave, Wilmington, MA",,1 Burlington Ave,Wilmington,25017,Middlesex,16,42.5474771,-71.1759281,Warehouse,B,Existing,direct_existing_facility,True,True,True,248045,57200.0,57200.0,57200.0,0,True,100.0,248045.0,"18'0""",30'w x 30'd,22.0,2,Boston & Maine Railroad,,400a/120-480v,Wet,City,City,3.22,800.0,1969.0,2000.0
T4-MA-00012,MA,MA.csv,12,Columbia Mill,Columbia Mill,157 Columbia St,Lee,25003,Berkshire,39,42.3154254,-73.2471775,Warehouse,C,Existing,direct_existing_facility,True,True,True,247941,230000.0,230000.0,230000.0,0,True,100.0,230000.0,"16'0""",,25.0,Yes,CSX,,230-248v 3p,Dry,Well,Yes,,,1875.0,
T4-MA-00013,MA,MA.csv,13,"640 Crawford St, Fitchburg, MA",,640 Crawford St,Fitchburg,25027,Worcester,16,42.554153,-71.751567,Warehouse,B,Existing,direct_existing_facility,True,True,True,223184,60000.0,60000.0,60000.0,0,True,100.0,217000.0,"14'0""",30'w x 40'd,23.0,,Boston & Maine Railroad,,Heavy,Yes,City,Septic Field,1.38,300.0,1968.0,
T4-MA-00014,MA,MA.csv,14,"89 Cross St, Holliston, MA",,89 Cross St,Holliston,25017,Middlesex,16,42.1833323,-71.4364974,Warehouse,C,Existing,direct_existing_facility,True,True,True,376209,90000.0,90000.0,90000.0,90000,True,76.08,351209.0,"60'0""",,36.0,"2/10'0""w x 12'0""h",,,,ESFR,,,0.16,56.0,1967.0,
T4-MA-00015,MA,MA.csv,15,"90 Huntoon Memorial Hwy, Leicester, MA",,90 Huntoon Memorial Hwy,Leicester,25027,Worcester,16,42.2053182,-71.905,Warehouse,A,Existing,direct_existing_facility,True,True,True,267600,267600.0,267600.0,267600.0,267600,True,0.0,267600.0,"36'0""",56'w x 50'd,45.0,3,,,4000a/480v 3p 4w,ESFR,City,City,1.12,358.0,2023.0,
T4-MA-00016,MA,MA.csv,16,"5-9 Latti Farm Rd, Millbury, MA",,5-9 Latti Farm Rd,Millbury,25027,Worcester,16,42.2182121,-71.7706572,Warehouse,C,Existing,direct_existing_facility,True,True,True,200000,320000.0,320000.0,200000.0,0,True,100.0,100000.0,"27'0""",25'w x 50'd,16.0,,,,,Wet,City,City,0.0,,1988.0,
T4-MA-00017,MA,MA.csv,17,"725 Main St, Millis-Clicquot, MA",,725 Main St,Millis-Clicquot,25021,Norfolk,26,42.17052,-71.3537314,Distribution,B,Existing,direct_existing_facility,True,True,True,318995,62978.0,62978.0,62978.0,62978,True,80.26,318995.0,"14'0""",20'w x 62'd,29.0,3,,,1500-4000a/277-480v 3p 4w,Yes,City,City,0.97,310.0,1970.0,
T4-MA-00018,MA,MA.csv,18,"150 Revolutionary Dr, Taunton, MA",,150 Revolutionary Dr,Taunton,25005,Bristol,33,41.86738,-71.0423214,Warehouse,A,Existing,direct_existing_facility,True,True,True,234000,234000.0,234000.0,234000.0,234000,True,0.0,234000.0,"36'0""",55'w x 52'd,35.0,2,,,4000a,ESFR,City,City,1.3,,2024.0,
T4-MA-00019,MA,MA.csv,19,"200 Shuman Ave, Stoughton, MA",,200 Shuman Ave,Stoughton,25021,Norfolk,26,42.1168868,-71.0671545,Warehouse,B,Existing,direct_existing_facility,True,True,True,238872,48000.0,48000.0,48000.0,48000,True,79.91,238872.0,"20'0""",31'w x 31'd,16.0,2,,,3000a/240v 3p 4w,Wet,,,0.59,140.0,1980.0,2022.0
T4-MA-00020,MA,MA.csv,20,"380 S Worcester St, Norton, MA",,380 S Worcester St,Norton,25005,Bristol,33,41.939223,-71.1809117,Warehouse,A,Existing,direct_existing_facility,True,True,True,458248,205783.0,205783.0,205783.0,142571,True,68.89,222750.0,"22'0""",30'w x 50'd,79.0,2,,,800-3000a/120-208v 3p,Wet,City,City,1.0,,1965.0,1999.0
T4-MA-00021,MA,MA.csv,21,"120 Gilboa St, Douglas, MA",,120 Gilboa St,Douglas,25027,Worcester,16,42.0839984,-71.6996346,Warehouse,C,Existing,direct_existing_facility,True,True,True,372486,48369.0,48369.0,48369.0,0,True,100.0,113704.0,"20'0""",50'w,5.0,"2/12'0""w x 14'0""h",,,2886a/600v,,,,0.65,200.0,1904.0,
T4-MA-00022,MA,MA.csv,22,"109 Howe St, Fall River, MA",,109 Howe St,Fall River,25005,Bristol,33,41.678846,-71.176487,Warehouse,C,Existing,direct_existing_facility,True,True,True,301036,174000.0,174000.0,174000.0,174000,True,42.2,100345.0,"18'0""",11'w x 25'd,2.0,,,,Heavy,Wet,Yes,Yes,0.07,22.0,1912.0,
T4-MA-00023,MA,MA.csv,23,"475 Leominster Shirley Rd, Lunenburg, MA",,475 Leominster Shirley Rd,Lunenburg,25027,Worcester,16,42.5419625,-71.6810145,Warehouse,A,Existing,direct_existing_facility,True,True,True,372000,52192.0,,,52192,True,100.0,372000.0,"36'0""",56'w x 50'd,71.0,2,,,4000a/480v 3p 4w,ESFR,,,1.08,402.0,2023.0,
T4-MA-00024,MA,MA.csv,24,"100 Adams Rd, Clinton, MA",,100 Adams Rd,Clinton,25027,Worcester,16,42.428452,-71.690255,Distribution,A,Existing,direct_existing_facility,True,True,True,345774,114830.0,114830.0,114830.0,53911,True,84.41,345774.0,"32'0""",40'w x 50'd,57.0,"3/12'0""w x 14'0""h",,,1200-1600a/277-480v 3p 4w,ESFR,City,City,1.01,350.0,1999.0,
T4-MA-00028,MA,MA.csv,28,"900 Bedford St, Bridgewater, MA",,900 Bedford St,Bridgewater,25023,Plymouth,33,41.9634274,-70.9705988,Distribution,A,Existing,direct_existing_facility,True,True,True,219000,178800.0,178800.0,178800.0,178800,True,18.36,219000.0,"32'0""",50'w x 50'd,40.0,,,,3000a/480v 3p,,,,0.84,184.0,2023.0,
T4-MA-00029,MA,MA.csv,29,"1 Beeman Rd, Northborough, MA",,1 Beeman Rd,Northborough,25027,Worcester,16,42.311862,-71.60682,Distribution,B,Existing,direct_existing_facility,True,True,True,342900,195077.0,195077.0,195077.0,195077,True,43.11,300253.0,"33'7""",29'w x 40'd,104.0,"1/12'0""w x 14'0""h",,,1200a/277v 3p,Wet,,Septic Field,1.15,345.0,1983.0,
T4-MA-00031,MA,MA.csv,31,"275 Bodwell St, Avon, MA",,275 Bodwell St,Avon,25021,Norfolk,26,42.1393229,-71.0611322,Warehouse,A,Existing,direct_existing_facility,True,True,True,210000,210000.0,210000.0,210000.0,0,True,100.0,210000.0,"25'0""",40'w x 40'd,18.0,1,,,2000a/277-480v 3p,Wet,City,City,0.71,150.0,1984.0,
T4-MA-00037,MA,MA.csv,37,"139 Campanelli Dr, Uxbridge, MA",,139 Campanelli Dr,Uxbridge,25027,Worcester,16,42.0595103,-71.6563058,Distribution,A,Existing,direct_existing_facility,True,True,True,450800,450800.0,450800.0,450800.0,450800,True,0.0,450800.0,"36'0""",52'w x 46'd,108.0,"2/14'0""w x 16'0""h",,,4000a/277-480v 3p,ESFR,County,County,0.69,556.0,2022.0,
T4-MA-00041,MA,MA.csv,41,Brockton 1,Brockton 1,132 Campanelli Industrial Dr,Brockton,25023,Plymouth,33,42.0988591,-71.0538065,Distribution,B,Existing,direct_existing_facility,True,True,True,300114,225000.0,225000.0,225000.0,225000,True,25.03,300114.0,"21'0""",30'w x 34'd,37.0,1,,,2000a/277-480v,Wet,City,City,1.33,400.0,1967.0,2008.0
T4-MA-00044,MA,MA.csv,44,"675 Canton St, Norwood, MA",,675 Canton St,Norwood,25021,Norfolk,26,42.2019197,-71.1669245,Warehouse,A,Existing,direct_existing_facility,True,True,True,338432,122210.0,122210.0,122210.0,122210,True,63.89,338432.0,"30'0""",50'w x 40'd,43.0,"6/20'0""w x 18'0""h",CSX,,1600-3000a/120-480v 3p 4w,ESFR,City,City,0.52,175.0,1973.0,2006.0
T4-MA-00045,MA,MA.csv,45,"23 Cape Rd, Mendon, MA",,23 Cape Rd,Mendon,25027,Worcester,16,42.0994038,-71.5049678,Distribution,A,Existing,direct_existing_facility,True,True,True,205577,205577.0,205577.0,205577.0,205577,True,0.0,205577.0,"32'0""",54'w x 52'd,34.0,2,,,,ESFR,Yes,Yes,1.0,226.0,2025.0,
T4-MA-00053,MA,MA.csv,53,"20 Computer Dr, Haverhill, MA",,20 Computer Dr,Haverhill,25009,Essex,17,42.785991,-71.120837,Distribution,B,Existing,direct_existing_facility,True,True,True,204000,92203.0,92203.0,92203.0,0,True,100.0,204000.0,"33'0""",37'w x 40'd,26.0,"1/12'0""w x 12'0""h",,,2000a/208-480v,Wet,City,City,0.69,141.0,1989.0,2019.0
T4-MA-00054,MA,MA.csv,54,"135 Constitution Blvd, Franklin, MA",,135 Constitution Blvd,Franklin,25021,Norfolk,26,42.0542767,-71.3951992,Warehouse,B,Existing,direct_existing_facility,True,True,True,227000,377000.0,377000.0,227000.0,0,True,100.0,113500.0,"30'0""",,34.0,1,,,,Yes,City,City,0.79,179.0,1987.0,
T4-MA-00055,MA,MA.csv,55,"300 Constitution Dr, Taunton, MA",,300 Constitution Dr,Taunton,25005,Bristol,33,41.9445861,-71.1262041,Distribution,A,Existing,direct_existing_facility,True,True,True,328104,84672.0,84672.0,0.0,0,True,100.0,164052.0,"35'6""",42'w x 42'd,30.0,"1/10'0""w x 14'0""h",,,5000a 3p,Wet,City,City,2.03,707.0,1998.0,
T4-MA-00068,MA,MA.csv,68,"550 Forbes Blvd, Mansfield, MA",,550 Forbes Blvd,Mansfield,25005,Bristol,33,42.0136501,-71.2371621,Distribution,B,Existing,direct_existing_facility,True,True,True,222357,222357.0,222357.0,222357.0,222357,True,0.0,222357.0,"28'0""",48'w x 48'd,16.0,3,,,2000a/480v 3p 4w,Wet,Yes,Yes,0.45,100.0,1988.0,1995.0
T4-MA-00070,MA,MA.csv,70,"580 Fort Pond Rd, Lancaster, MA",,580 Fort Pond Rd,Lancaster,25027,Worcester,16,42.5194885,-71.6744272,Distribution,B,Existing,direct_existing_facility,True,True,True,486820,486820.0,486820.0,486820.0,0,True,100.0,486820.0,"34'0""",40'w x 37'd,26.0,"1/12'0""w x 14'0""h",,,3000a/480v 3p,ESFR,Well,Yes,0.41,200.0,1994.0,
T4-MA-00071,MA,MA.csv,71,Bldg 1,Bldg 1,241 Francis Ave,Mansfield,25005,Bristol,33,42.0393562,-71.2053339,Warehouse,A,Existing,direct_existing_facility,True,True,True,352340,216565.0,216565.0,216565.0,0,True,100.0,352340.0,"32'0""",40'w x 70'd,21.0,"3/18'0""w x 18'0""h",CSX,,3000a 3p,ESFR,City,City,0.6,210.0,1974.0,
T4-MA-00075,MA,MA.csv,75,Dunn & Co.,Dunn & Co.,75 Green St,Clinton,25027,Worcester,16,42.4129124,-71.6790886,Distribution,C,Existing,direct_existing_facility,True,True,True,250000,200000.0,200000.0,200000.0,200000,True,20.0,50000.0,"16'0""",,6.0,1,,,,Wet,,,0.16,40.0,1910.0,
T4-MA-00077,MA,MA.csv,77,"50 Hampden Rd, Mansfield, MA",,50 Hampden Rd,Mansfield,25005,Bristol,33,42.020402,-71.237742,Warehouse,B,Existing,direct_existing_facility,True,True,True,203998,133872.0,133872.0,133872.0,31149,True,84.73,203998.0,"28'0""",31'w x 40'd,25.0,5,,,1200a/277-400v 3p,ESFR,City,City,0.98,200.0,1978.0,
T4-MA-00081,MA,MA.csv,81,"211 Highland St, East Bridgewater, MA",,211 Highland St,East Bridgewater,25023,Plymouth,33,42.0543332,-70.9569752,Distribution,A,Existing,direct_existing_facility,True,True,True,412500,412500.0,412500.0,412500.0,412500,True,0.0,412500.0,"36'0""",56'w x 45'd,57.0,"2/12'0""w x 12'0""h",,,4000a,ESFR,Yes,Yes,0.6,340.0,2023.0,
T4-MA-00085,MA,MA.csv,85,"50 Independence Dr, Ayer, MA",,50 Independence Dr,Ayer,25017,Middlesex,16,42.5467364,-71.5942004,Warehouse,A,Existing,direct_existing_facility,True,True,True,236505,50187.0,50187.0,0.0,0,True,100.0,236505.0,"37'0""",40'w x 40'd,35.0,"1/8'0""w x 14'0""h",,,4000a/277-480v,Wet,City,City,1.0,236.0,1997.0,2000.0
T4-MA-00089,MA,MA.csv,89,Bldg 1,Bldg 1,12 Industrial Rd,Milford,25027,Worcester,16,42.1396798,-71.4933992,Warehouse,A,Existing,direct_existing_facility,True,True,True,347012,20575.0,20575.0,20575.0,20575,True,94.07,347012.0,"32'0""",48'w x 48'd,24.0,"1/8'0""w x 10'0""h",,,3200a/277-480v 3p,ESFR,City,City,0.37,128.0,1999.0,
